company;sector;horizon (days);amount;date_BUY_fix;date_SELL_fix;price_BUY;price_SELL;Volatility_Buy;Volatility_sell;Sharpe Ratio;expected_return (yearly);inflation;nominal_return;investment;ESG_ranking;PE_ratio;EPS_ratio;PS_ratio;PB_ratio;NetProfitMargin_ratio;current_ratio;roa_ratio;roe_ratio
KSS;RETAIL;100;1000;13/11/2017;21/2/2018;3.606.717.300.415.030;56.179.534.912.109.300;0.3964594053135899;0.3427273615721319;0.3964594053135899;0.0018779659518246956;1.96;0.5576362168902058;BAD;12.9;9.66;3.77;0.31;1.22;3.18;1.61;4.78;12.75
F;AUTO;300;400;24/10/2016;21/8/2017;980.795.669.555.664;898.103.141.784.668;0.2647740893632751;0.20189147520945727;0.2647740893632751;-0.009844040122448165;-0.2;-0.08431167707791655;BAD;29.7;5.36;1.81;0.25;1.25;4.72;1.16;3.09;23.97
JPM;BANK;100;1500;2/1/2015;13/4/2015;5.281.595.993.041.990;52.809.669.494.628.900;0.17904384302128196;0.18997154024055599;0.17904384302128196;0.04166074467311982;-0.5;-0.0001191010406570795;BAD;27.9;9.94;5.29;1.94;0.84;19.49;0.98;0.8;8.83
AMZN;TECH;10;200;16/2/2018;26/2/2018;144.868.994.140.625;1.521.949.951.171.870;0.2261851061851193;0.22643010087460513;0.2261851061851193;0.009007882839079086;1.68;0.050569833938731684;BAD;27.4;190.16;6.15;3.24;20.43;1.71;1.04;2.92;12.47
KO;FMCG;30;100;10/7/2018;9/8/2018;4.146.320.343.017.570;427.355.842.590.332;0.1295675729685277;0.1314277160570091;0.1295675729685277;0.005294395545343201;1.68;0.03068698806642176;BAD;25.1;74.9;0.54;5.06;8.53;6.91;1.15;2.63;11.48
HOG;AUTO;300;300;11/7/2018;7/5/2019;3.983.124.542.236.320;3.465.321.350.097.650;0.2701404141326972;0.29282850498287755;0.2701404141326972;0.03663191430862282;1.68;-0.12999924723617878;BAD;16.3;13.32;2.93;1.18;3.01;8.75;1.36;4.82;25.09
HOG;AUTO;2;1000;24/10/2016;26/10/2016;5.034.995.651.245.110;4.986.497.116.088.860;0.36282361776993655;0.3628501256011404;0.36282361776993655;0.00024421276205748553;-0.2;-0.009632289383260276;BAD;16.3;12.3;3.77;1.42;4.11;11.31;1.61;6.69;35.42
TGT;RETAIL;70;300;28/6/2017;6/9/2017;4.683.561.325.073.240;5.278.559.112.548.820;0.2542129775971136;0.2598144834987346;0.2542129775971136;0.02188631170894711;1.96;0.12703960644014442;BAD;14.8;10.14;4.9;0.41;2.5;3.95;0.96;7.32;24.95
FB;TECH;180;100;25/3/2015;21/9/2015;8.291.999.816.894.530;9.555.000.305.175.780;0.30427952347125503;0.25880743751156454;0.30427952347125503;0.1487434821129954;-0.5;0.15231554705391456;GOOD;31.6;79.82;1.03;16.38;6.11;20.69;8.59;8.81;9.88
BAC;BANK;80;50;1/12/2014;19/2/2015;14.989.262.580.871.500;1.451.378.059.387.200;0.21313390035400778;0.2326514479574142;0.21313390035400778;0.04144705189679954;-0.15;-0.031721506273850585;BAD;26.3;36.25;0.42;1.69;0.67;4.3;0.94;0.2;1.8
TSLA;AUTO;330;3000;7/3/2018;31/1/2019;6.645.999.908.447.260;6.140.399.932.861.320;0.3645386195401174;0.6030842076358462;0.3645386195401174;0.46628270241796044;1.68;-0.07607583246326934;BAD;31.1;0.0;-2.79;3.56;8.5;-18.77;0.74;-8.51;-41.54
KO;FMCG;15;5000;9/9/2015;24/9/2015;31.986.116.409.301.700;329.792.594.909.668;0.15496590418144085;0.15630591090184973;0.15496590418144085;0.0026471977726716003;-0.5;0.031049192373233125;GOOD;25.1;21.66;1.56;3.31;5.59;15.24;1.16;7.45;24.04
DB;BANK;210;1000;10/6/2016;6/1/2017;1.513.636.589.050.290;18.530.988.693.237.300;0.4104939011917466;0.5282925411829402;0.4104939011917466;-0.08108381331609377;-0.2;0.22426934095615889;GOOD;30.0;0.0;-6.56;0.42;0.24;-20.01;0.67;-0.46;-11.69
WMT;RETAIL;50;25000;22/2/2016;12/4/2016;5.854.653.549.194.330;6.182.876.205.444.330;0.21476795831409923;0.2141545654868545;0.21476795831409923;0.013292222408617226;-0.2;0.056061840976938254;GOOD;27.3;12.95;4.57;0.4;2.24;3.05;0.93;7.31;17.9
JPM;BANK;480;2000;30/1/2015;24/5/2016;4.596.145.248.413.080;56.457.210.540.771.400;0.19231991754630925;0.2614334291535229;0.19231991754630925;0.19997157443097516;-0.5;0.22836001669582792;GOOD;27.9;9.94;5.29;1.94;0.84;19.49;0.98;0.8;8.83
AAPL;TECH;100;20000;4/10/2016;12/1/2017;2.661.847.496.032.710;28.234.956.741.333.000;0.2531517031196479;0.22550905238991614;0.2531517031196479;0.06733208960779581;-0.2;0.06072781342338751;GOOD;16.5;12.88;2.07;2.73;4.43;21.19;1.35;14.91;35.59
M;RETAIL;270;15000;22/12/2017;18/9/2018;21.765.968.322.753.900;3.114.025.115.966.790;0.4391335441543939;0.4287320967321671;0.4391335441543939;0.006421664608208681;1.96;0.43068531102814706;BAD;14.5;6.84;2.27;0.18;1.11;2.7;1.3;3.56;16.14
AAPL;TECH;210;2000;13/8/2014;11/3/2015;22.049.589.157.104.400;27.948.511.123.657.200;0.2246488286364524;0.2219011392918518;0.2246488286364524;0.1413973881763712;-0.15;0.267529790442924;GOOD;16.5;13.55;1.55;2.95;4.15;21.64;1.47;17.92;31.2
JPM;BANK;150;100;14/7/2015;11/12/2015;5.912.371.826.171.870;5.526.345.443.725.580;0.191318430110547;0.22062892910600368;0.191318430110547;0.062491117009679735;-0.5;-0.06529128982339939;BAD;27.9;10.41;5.54;2.12;0.88;20.33;1.01;0.82;8.87
GM;AUTO;20;1500;8/5/2015;28/5/2015;2.849.565.315.246.580;29.358.917.236.328.100;0.23161469284909744;0.22695115467147164;0.23161469284909744;0.002240132574876736;-0.5;0.030294588414710673;GOOD;30.6;14.14;2.14;0.33;1.31;2.35;1.24;2.03;9.12
GM;AUTO;50;50000;21/10/2015;10/12/2015;29.227.514.266.967.700;2.940.081.024.169.920;0.2521111309177024;0.243504348379712;0.2521111309177024;0.005600331437191841;-0.5;0.005929206745005347;GOOD;30.6;9.07;2.73;0.27;1.13;2.97;1.13;2.47;12.6
KO;FMCG;20;100;14/3/2016;4/4/2016;38.743.873.596.191.400;40.112.613.677.978.500;0.13795378972598477;0.13750861308317483;0.13795378972598477;0.0035295970302288;-0.2;0.035327910060125194;GOOD;25.1;23.9;1.66;3.98;6.84;16.59;1.18;7.91;27.51
BAC;BANK;120;1500;1/7/2016;28/10/2016;11.958.110.809.326.100;15.296.916.961.669.900;0.3372494290527612;0.31375401572875694;0.3372494290527612;0.06217057784519932;-0.2;0.2792084975278707;GOOD;26.3;9.93;1.22;1.46;0.46;15.5;0.93;0.66;5.51
HOG;AUTO;60;300;17/8/2015;16/10/2015;50.927.059.173.583.900;4.739.348.220.825.190;0.25523315094811183;0.26428749205496954;0.25523315094811183;0.007326382861724564;-0.5;-0.06938505821213624;BAD;16.3;12.78;3.75;1.7;3.27;13.24;1.86;7.87;26.13
KSS;RETAIL;480;25000;28/8/2017;21/12/2018;34.160.614.013.671.800;5.446.015.930.175.780;0.4069891052751386;0.37027333834328885;0.4069891052751386;0.009014236568758539;1.96;0.5942383026242323;BAD;12.9;9.12;3.9;0.31;1.2;3.37;1.79;4.98;13.27
AMZN;TECH;80;1500;21/3/2014;9/6/2014;3.606.199.951.171.870;327.5;0.2820405323392799;0.30719008605818654;0.2820405323392799;0.07206306271263269;-0.15;-0.09184181566644631;BAD;27.4;533.91;0.63;1.99;14.98;0.38;1.05;0.87;3.17
NVDA;TECH;2;2000;30/9/2015;2/10/2015;24.027.482.986.450.100;24.173.696.517.944.300;0.31916821335957896;0.3205574740009274;0.31916821335957896;0.002702011814710602;-0.5;0.006085262096599746;GOOD;12.9;20.41;0.95;2.28;2.5;11.0;5.99;7.42;12.12
BBY;RETAIL;60;2000;16/12/2016;14/2/2017;4.231.063.461.303.710;4.077.125.549.316.400;0.376749503070118;0.34711744882138856;0.376749503070118;0.04311755321198475;-0.2;-0.03638279439558963;BAD;12.0;10.47;3.32;0.29;2.55;2.78;1.35;8.12;25.31
TGT;RETAIL;540;1500;19/7/2016;10/1/2018;641.525.650.024.414;6.501.631.927.490.230;0.2392209101463097;0.3071027542779633;0.2392209101463097;0.16883726175473485;-0.2;0.01346406449107789;GOOD;14.8;12.1;5.4;0.56;3.24;4.59;1.05;8.27;26.12
NVDA;TECH;100;10000;15/3/2018;22/6/2018;247.424.560.546.875;24.917.617.797.851.500;0.4049198438754564;0.37216839615927816;0.4049198438754564;0.1351005907355301;1.68;0.007079399990724761;BAD;12.9;50.62;4.82;15.9;19.79;31.37;8.03;30.56;47.01
M;RETAIL;180;4000;8/6/2015;4/12/2015;5.181.562.042.236.320;29.879.615.783.691.400;0.2250460264839314;0.293796389242909;0.2250460264839314;0.004281109738805787;-0.5;-0.423347331554954;BAD;14.5;11.36;4.23;0.61;3.1;5.33;1.65;7.01;27.5
F;AUTO;1;10000;20/10/2017;20/10/2017;10.408.689.498.901.300;10.408.689.498.901.300;0.19790779381500878;0.19790779381500878;0.19790779381500878;-3,28E+10;1.96;0.0;BAD;29.7;9.24;1.1;0.26;1.24;2.87;1.2;1.8;14.11
KSS;RETAIL;150;50000;28/1/2016;27/6/2016;38.572.383.880.615.200;30.044.231.414.794.900;0.3307824978867232;0.4011926068953201;0.3307824978867232;0.002816948927737043;-0.2;-0.2210947731987647;BAD;12.9;11.38;3.5;0.41;1.35;3.5;1.87;4.71;11.88
TSLA;AUTO;240;500;15/5/2015;11/1/2016;49.768.001.556.396.400;4.156.999.969.482.420;0.3771460668118732;0.39294729790903893;0.3771460668118732;0.33911469266760763;-0.5;-0.16472435310231195;BAD;31.1;0.0;-0.64;6.7;28.88;-11.34;1.33;-7.11;-43.75
TSLA;AUTO;240;50;5/2/2015;2/10/2015;44.198.001.861.572.200;49.513.999.938.964.800;0.45247425853551826;0.39160108354466155;0.45247425853551826;0.33911469266760763;-0.5;0.12027688704213903;GOOD;31.1;0.0;-0.47;8.65;30.66;-9.22;1.51;-5.67;-31.6
DB;BANK;90;2000;25/11/2016;23/2/2017;1.514.598.274.230.950;1.895.411.491.394.040;0.5094327349561534;0.4880081963586226;0.5094327349561534;-0.03475020570689733;-0.2;0.25142852969144264;GOOD;30.0;0.0;-1.52;0.41;0.24;-4.11;0.7;-0.09;-2.42
AMZN;TECH;15;200;3/5/2016;18/5/2016;6.713.200.073.242.180;6.974.500.122.070.310;0.34480713593908785;0.3470382474035729;0.34480713593908785;0.013511824258618629;-0.2;0.03892332210827858;GOOD;27.4;244.3;2.43;2.5;18.99;1.03;1.08;1.99;8.91
WMT;RETAIL;150;300;29/1/2015;29/6/2015;761.353.530.883.789;627.539.176.940.918;0.14157886860459182;0.16016469974581032;0.14157886860459182;0.039876667225851675;-0.5;-0.17575849919227096;BAD;27.3;14.61;5.05;0.49;2.77;3.37;0.97;8.01;19.77
MSFT;TECH;420;100;24/6/2015;17/8/2016;41.098.087.310.791.000;5.360.450.744.628.900;0.23751846888133163;0.27632967438654554;0.23751846888133163;0.251122510137358;-0.5;0.30430662237204087;GOOD;14.7;27.33;1.46;3.53;4.0;13.03;2.47;7.01;13.85
BAC;BANK;1;1500;6/11/2014;7/11/2014;15.498.130.798.339.800;15.498.130.798.339.800;0.22012365707185116;0.21977365882119404;0.22012365707185116;0.0005180881487099944;-0.15;0.0;BAD;26.3;36.25;0.42;1.69;0.67;4.3;0.94;0.2;1.8
COST;RETAIL;360;3000;12/7/2016;7/7/2017;1.487.140.655.517.570;14.503.665.161.132.800;0.19688264117699675;0.1685937373199697;0.19688264117699675;0.16512730038894813;-0.2;-0.024728084238607652;BAD;22.3;25.12;5.3;0.5;4.97;1.98;0.97;6.94;20.83
AAPL;TECH;7;25000;7/12/2015;14/12/2015;27.395.763.397.216.700;26.052.379.608.154.200;0.26769569312594643;0.267353453014619;0.26769569312594643;0.004713246272545707;-0.5;-0.04903618744199615;BAD;16.5;10.35;2.36;2.38;4.21;22.87;1.0;19.22;42.79
KSS;RETAIL;40;500;8/1/2016;17/2/2016;38.483.978.271.484.300;3.528.501.892.089.840;0.32428068643841174;0.3926968434783011;0.32428068643841174;0.0007511863807298782;-0.2;-0.08312444539956211;BAD;12.9;11.38;3.5;0.41;1.35;3.5;1.87;4.71;11.88
F;AUTO;330;10000;3/1/2017;29/11/2017;1.025.599.479.675.290;10.804.393.768.310.500;0.2670616251989374;0.19285397987579572;0.2670616251989374;-0.010828444134692982;1.96;0.053471065696254205;BAD;29.7;8.66;1.14;0.26;1.37;3.02;1.2;1.93;15.11
COST;RETAIL;600;50;12/9/2018;4/5/2020;2.314.335.174.560.540;29.551.312.255.859.300;0.18134600808150955;0.28091829602571705;0.18134600808150955;0.27521216731491355;1.68;0.27688126511194167;BAD;22.3;31.36;7.1;0.69;7.45;2.21;1.02;7.91;25.61
MSFT;TECH;540;2000;18/9/2015;10/3/2017;39.411.231.994.628.900;612.455.940.246.582;0.26902252467326043;0.1888467514079721;0.26902252467326043;0.32287179874803174;-0.5;0.5540136891179894;GOOD;14.7;26.98;1.49;3.64;4.15;13.83;2.46;7.19;14.79
FB;TECH;720;20000;8/5/2015;27/4/2017;7.851.000.213.623.040;1.476.999.969.482.420;0.25172788614645936;0.1846786120486644;0.25172788614645936;0.5949739284519816;-0.5;0.8812889177095335;GOOD;31.6;79.82;1.03;16.38;6.11;20.69;8.59;8.81;9.88
KO;FMCG;270;15000;22/3/2016;16/12/2016;3.892.351.531.982.420;3.658.143.997.192.380;0.13699307994876292;0.14816027744663054;0.13699307994876292;0.04764955990808881;-0.2;-0.060171218572016884;BAD;25.1;23.9;1.66;3.98;6.84;16.59;1.18;7.91;27.51
M;RETAIL;80;50;14/7/2017;2/10/2017;1.837.013.816.833.490;17.453.723.907.470.700;0.42288504620988554;0.4077609710022429;0.42288504620988554;0.0019027154394692387;1.96;-0.04988608427801064;BAD;14.5;8.78;2.2;0.23;1.33;2.63;1.44;3.46;16.3
F;AUTO;90;2000;1/10/2014;30/12/2014;10.582.223.892.211.900;11.342.378.616.333.000;0.2021296063558545;0.21186929447210404;0.2021296063558545;-0.0029532120367344494;-0.15;0.07183317342969248;GOOD;29.7;7.1;1.51;0.3;1.58;7.53;6.35;5.29;41.43
NVDA;TECH;270;2000;23/5/2016;17/2/2017;43.601.318.359.375;105.927.490.234.375;0.3781329959871738;0.42481763541932455;0.3781329959871738;0.36477159498593126;-0.2;14.294.561.316.079.700;GOOD;12.9;29.85;1.17;3.87;4.45;13.32;2.44;9.61;15.89
PG;FMCG;6;2000;24/3/2014;31/3/2014;6.455.867.767.333.980;6.561.702.728.271.480;0.1650606204374487;0.16486255176389833;0.1650606204374487;0.0012698961647244977;-0.15;0.016393607296762463;GOOD;25.1;17.44;3.76;2.34;2.53;13.14;0.88;7.6;15.49
DB;BANK;7;50;23/5/2014;30/5/2014;3.644.908.905.029.290;362.523.078.918.457;0.2380043811794875;0.23572473149544315;0.2380043811794875;-0.002702793777203126;-0.15;-0.005398794965101712;BAD;30.0;599.56;0.07;0.79;0.56;0.34;0.73;0.01;0.25
F;AUTO;150;2000;10/1/2014;9/6/2014;11.391.704.559.326.100;12.242.486.953.735.300;0.23871813427457442;0.21561063071359912;0.23871813427457442;-0.004922020061224082;-0.15;0.0746843801977519;GOOD;29.7;6.25;1.75;0.3;1.65;8.14;6.74;6.03;57.25
BAC;BANK;420;100;27/12/2017;20/2/2019;2.779.837.417.602.530;2.800.473.976.135.250;0.21511500794627708;0.24922550643921682;0.21511500794627708;0.21759702245819762;1.96;0.007423656650579504;BAD;26.3;17.8;1.55;3.0;1.06;16.71;0.91;0.73;6.16
FB;TECH;660;50;25/11/2015;15/9/2017;10.541.000.366.210.900;17.163.999.938.964.800;0.25842290000331963;0.17572618656054884;0.25842290000331963;0.5453927677476498;-0.5;0.6283084472688056;GOOD;31.6;90.64;0.99;15.78;6.1;17.64;10.68;6.52;7.28
TGT;RETAIL;4;100;21/7/2017;25/7/2017;4.933.662.796.020.500;4.957.053.756.713.860;0.2580218675616712;0.25828239792633206;0.2580218675616712;0.0012506463833684065;1.96;0.004741094326962621;BAD;14.8;10.27;4.96;0.41;2.52;3.92;0.92;7.23;25.16
BAC;BANK;420;1500;20/8/2015;13/10/2016;15.062.270.164.489.700;14.517.395.973.205.500;0.21945211104335638;0.3206836366546001;0.21945211104335638;0.21759702245819762;-0.5;-0.03617477215146194;BAD;26.3;15.98;0.96;1.76;0.64;11.05;0.94;0.49;4.26
AXP;BANK;3;100;29/4/2016;2/5/2016;6.062.808.609.008.780;60.859.710.693.359.300;0.23860477300039395;0.23861925367325199;0.23860477300039395;0.0012101250371573528;-0.2;0.0038204175359801236;GOOD;19.8;11.33;5.0;1.63;2.6;14.29;1.92;3.13;23.37
UBS;BANK;15;50;7/4/2016;22/4/2016;12.154.507.637.023.900;13.504.107.475.280.700;0.2785889743122435;0.2823093152913075;0.2785889743122435;-0.0016231530838157712;-0.2;0.11103698138670882;GOOD;24.8;11.07;1.32;1.45;0.95;13.69;1.19;0.52;9.0
HMC;AUTO;660;50;26/2/2016;18/12/2017;26.079.999.923.706.000;34.029.998.779.296.800;0.2597131528350589;0.13525758750425168;0.2597131528350589;-0.016582382154733365;-0.2;0.30483124535458583;GOOD;28.5;11.16;2.46;0.4;0.0;3.41;1.19;2.7;6.72
M;RETAIL;7;25000;20/10/2016;27/10/2016;2.836.534.881.591.790;27.914.609.909.057.600;0.4040101944731426;0.4026102754121882;0.4040101944731426;0.0001664876009535584;-0.2;-0.015890476432548133;BAD;14.5;13.11;2.18;0.35;2.3;2.63;1.22;3.37;16.94
COST;RETAIL;3;5000;3/3/2017;6/3/2017;15.356.532.287.597.600;1.503.815.155.029.290;0.16651931891432442;0.16781509121669172;0.16651931891432442;0.0013760608365745676;1.96;-0.020732593227562206;BAD;22.3;29.5;5.42;0.58;5.52;1.97;0.93;6.85;19.45
HMC;AUTO;70;25000;29/4/2016;8/7/2016;26.959.999.084.472.600;2.509.000.015.258.780;0.2646191200216262;0.27732407120548286;0.2646191200216262;-0.0017587375012595992;-0.2;-0.06936198054108143;BAD;28.5;15.38;1.54;0.35;0.73;2.36;1.14;1.88;4.71
OR;FMCG;300;4000;18/9/2017;16/7/2018;1.245.535.659.790.030;9.060.861.587.524.410;0.32893223954461176;0.24104349213096;0.32893223954461176;-0.05075374870724329;1.96;-0.27253294465677436;BAD;20.5;58.45;0.21;16.74;1.25;24.18;6.18;1.74;2.05
TSLA;AUTO;50;2000;9/5/2016;28/6/2016;41.784.000.396.728.500;40.358.001.708.984.300;0.4369574189104883;0.4569873342862846;0.4369574189104883;0.07064889430575158;-0.2;-0.034127864115562026;BAD;31.1;0.0;-1.56;6.98;31.7;-23.89;1.02;-12.99;-99.49
AMZN;TECH;6;200;15/10/2014;21/10/2014;3.059.700.012.207.030;3.153.299.865.722.650;0.32897532767202803;0.32525994208235876;0.32897532767202803;0.005404729703447451;-0.15;0.030591186437296934;GOOD;27.4;0.0;-0.48;1.76;14.44;-0.25;0.89;-0.56;-2.1
GM;AUTO;2;2000;28/8/2015;31/8/2015;2.363.908.576.965.330;2.399.774.742.126.460;0.2500672012111751;0.25053001760456434;0.2500672012111751;0.00022401325748767364;-0.5;0.015172399436519667;GOOD;30.6;10.06;2.7;0.3;1.22;2.98;1.22;2.53;11.97
PEP;FMCG;660;2000;5/2/2018;27/11/2019;10.454.290.008.544.900;13.114.291.381.835.900;0.1065659807922461;0.15708733955144177;0.1065659807922461;0.14357898197826247;1.68;0.25444113097272375;BAD;17.6;32.49;3.37;2.48;14.16;7.65;1.51;6.27;39.97
BAC;BANK;60;400;2/4/2018;1/6/2018;2.750.849.723.815.910;27.705.707.550.048.800;0.2247049488439788;0.22334531248655906;0.2247049488439788;0.03108528892259966;1.68;0.007169068894686208;BAD;26.3;15.99;1.76;2.97;1.08;18.01;0.92;0.8;6.79
JPM;BANK;20;2000;27/6/2014;17/7/2014;4.765.653.991.699.210;4.826.496.124.267.570;0.1801550182361848;0.18345961899488206;0.1801550182361848;0.008332148934623964;-0.15;0.012766796052406187;GOOD;27.9;12.33;3.87;1.75;0.79;14.26;0.96;0.6;6.84
TGT;RETAIL;540;15000;28/12/2015;20/6/2017;62.220.218.658.447.200;4.580.101.776.123.040;0.2075208107580539;0.2540738145036223;0.2075208107580539;0.16883726175473485;-0.5;-0.2638885116644903;BAD;14.8;0.0;-1.07;0.57;3.05;-0.95;1.08;-1.72;-5.08
GOOG;TECH;1;4000;23/6/2015;24/6/2015;54.047.998.046.875;5.378.400.268.554.680;0.19364016589490174;0.19369754853882024;0.19364016589490174;0.000524324471049948;-0.5;-0.004884461420738764;BAD;22.8;24.67;21.1;5.55;3.19;20.48;4.85;10.82;13.48
AMZN;TECH;480;50;10/12/2014;4/4/2016;3.058.399.963.378.900;5.931.900.024.414.060;0.32721883458382833;0.3562863977510354;0.32721883458382833;0.4323783762757961;-0.15;0.9395435833907501;GOOD;27.4;0.0;-0.54;1.62;13.44;-0.27;1.12;-0.57;-2.29
JPM;BANK;5;50;3/2/2014;7/2/2014;4.470.737.838.745.110;4.660.894.775.390.620;0.19569126365718884;0.1957602891249487;0.19569126365718884;0.002083037233655991;-0.15;0.042533680905539877;GOOD;27.9;11.07;4.32;1.71;0.85;15.51;0.95;0.68;7.94
UBS;BANK;2;4000;7/2/2018;9/2/2018;17.067.668.914.794.900;16.577.476.501.464.800;0.18203196840678443;0.18539376278131528;0.18203196840678443;-0.00021642041117543617;1.68;-0.028720525092044657;BAD;24.8;57.86;0.29;1.92;1.19;2.89;1.03;0.1;1.79
DB;BANK;3;50;7/2/2014;10/2/2014;4.238.179.016.113.280;4.188.451.385.498.040;0.2766592159129193;0.2768349119140447;0.2766592159129193;-0.001158340190229911;-0.15;-0.011733253934336694;BAD;30.0;50.74;0.89;0.81;0.63;1.56;0.73;0.04;1.19
AAPL;TECH;270;5000;31/10/2014;28/7/2015;24.489.465.713.500.900;2.832.698.631.286.620;0.21363194677542655;0.22372676569463854;0.21363194677542655;0.1817966419410487;-0.15;0.15670087066250774;GOOD;16.5;14.21;1.61;3.09;4.81;21.61;1.08;17.85;32.76
COST;RETAIL;90;25000;12/11/2015;10/2/2016;13.873.248.291.015.600;1.320.194.549.560.540;0.173344958247033;0.1794330807493967;0.173344958247033;0.04128182509723703;-0.5;-0.048388292440847816;BAD;22.3;26.89;5.34;0.55;5.7;2.03;1.03;6.97;21.88
M;RETAIL;180;2000;19/6/2018;17/12/2018;33.722.389.221.191.400;26.853.939.056.396.400;0.41497434619293355;0.4190215528409732;0.41497434619293355;0.004281109738805787;1.68;-0.2036762614814592;BAD;14.5;5.03;5.26;0.31;1.4;6.3;1.52;8.31;32.14
PG;FMCG;540;5000;8/8/2014;29/1/2016;6.695.915.222.167.960;7.093.064.880.371.090;0.12763462686425797;0.16469172583471683;0.12763462686425797;0.11429065482520478;-0.15;0.05931222917642287;GOOD;25.1;16.07;4.01;2.52;2.5;15.31;0.94;7.97;16.33
HOG;AUTO;270;10000;15/9/2017;12/6/2018;434.837.760.925.293;40.202.186.584.472.600;0.23056690128349983;0.2592199628542116;0.23056690128349983;0.032968722877760544;1.96;-0.07546698568849526;BAD;16.3;13.65;3.2;1.39;3.96;10.13;1.18;5.5;28.66
GM;AUTO;1;1000;19/2/2015;20/2/2015;30.016.071.319.580.000;3.012.811.279.296.870;0.24493543248821253;0.24461019394628528;0.24493543248821253;0.00011200662874383682;-0.5;0.003732716123831469;GOOD;30.6;17.04;1.64;0.3;1.24;1.8;1.27;1.59;6.8
M;RETAIL;330;500;23/9/2015;18/8/2016;40.161.190.032.958.900;3.149.148.941.040.030;0.24694062564402958;0.3999540625968153;0.24694062564402958;0.00784870118781061;-0.5;-0.21587260276509865;BAD;14.5;12.68;4.07;0.65;3.53;5.09;1.63;6.7;27.33
AAPL;TECH;270;4000;20/1/2017;17/10/2017;28.412.540.435.791.000;3.846.737.289.428.710;0.2231248643650022;0.17168383354217462;0.2231248643650022;0.1817966419410487;1.96;0.35388713238152103;BAD;16.5;13.14;2.09;2.74;4.35;20.73;1.23;14.31;34.94
NVDA;TECH;330;50;6/5/2016;31/3/2017;3.469.448.471.069.330;10.774.263.000.488.200;0.3584442362053009;0.44018347989533163;0.3584442362053009;0.4458319494272493;-0.2;2.105.468.517.642.370;GOOD;12.9;29.85;1.17;3.87;4.45;13.32;2.44;9.61;15.89
KO;FMCG;420;20000;20/12/2016;13/2/2018;3.651.133.728.027.340;4.003.099.060.058.590;0.1462279865756274;0.10670903914179539;0.1462279865756274;0.07412153763480481;-0.2;0.09639891558324595;GOOD;25.1;24.23;1.5;3.8;6.71;15.59;1.28;7.12;25.74
GOOG;TECH;15;200;3/7/2017;18/7/2017;8.987.000.122.070.310;9.654.000.244.140.620;0.15453395253375224;0.15458390535335886;0.15453395253375224;0.00786486706574922;1.96;0.07421832791926761;BAD;22.8;32.98;27.55;6.85;4.25;19.49;6.02;11.4;13.66
AAPL;TECH;360;25000;19/10/2016;13/10/2017;275.889.892.578.125;3.763.315.963.745.110;0.25092277201092344;0.17088034239518168;0.25092277201092344;0.24239552258806493;-0.2;0.36406445650394453;GOOD;16.5;12.88;2.07;2.73;4.43;21.19;1.35;14.91;35.59
GOOG;TECH;3;500;30/1/2017;2/2/2017;8.023.200.073.242.180;798.530.029.296.875;0.18551458138192606;0.177407918494241;0.18551458138192606;0.0015729734131498438;1.96;-0.004723773547644081;BAD;22.8;27.73;27.83;6.39;3.84;21.58;6.29;12.34;14.85
BAC;BANK;180;50;14/11/2014;13/5/2015;15.301.726.341.247.500;14.792.685.508.728.000;0.21547512876661495;0.21146668672030128;0.21547512876661495;0.09325586676779898;-0.15;-0.03326688905338434;BAD;26.3;36.25;0.42;1.69;0.67;4.3;0.94;0.2;1.8
PEP;FMCG;90;5000;9/12/2016;9/3/2017;9.202.338.409.423.820;975.311.279.296.875;0.14049541074869082;0.12386578121632605;0.14049541074869082;0.01957895208794488;-0.2;0.05985156805153905;GOOD;17.6;21.32;4.36;2.15;11.85;10.08;1.25;8.73;53.27
